Date,use [kW]_x,gen [kW]_x,GuestHouseLivingRoom [kW]_x,MasterBedroom [kW]_x,HeatCirculatorPumps [kW]_x,DomesticHotWaterReserve [kW]_x,MasterBathroom [kW]_x,KitchenIsland [kW]_x,RadiantHeatReserveTank [kW]_x,BasementReceptacles [kW]_x,Dryer [kW]_x,KitchenLighting [kW]_x,GuestHouseDiningRoomRecept [kW]_x,Porch+VerandaLighting [kW]_x,use [kW]_y,gen [kW]_y,NetHousePowerUsage [kW]_x,GarageReceptacles [kW]_x,GarageReceptacles&amp;Lights [kW]_x,ShedReceptacles [kW]_x,ShedLights [kW]_x,PanelReceptacles [kW]_x,GaragePV [kW]_x,use [kW]_x,gen [kW]_x,GuestHouseKitchen [kW]_x,GuestHouseKitchen [kW].1_x,GroundSourceHeatPump [kW]_x,Photovoltaics [kW]_x,WellPump [kW]_x,Range [kW]_x,SecondFloorBathroom [kW]_x,PanelReceptacles [kW]_y,KitchenReceptacles [kW]_x,KitchenReceptacles [kW].1,Microwave [kW]_x,Refrigerator [kW]_x,use [kW]_y,gen [kW]_y,FreshAirVentilation [kW],HousePanel [kW],LivingRoomReceptacles [kW],SecondFloorBathroom [kW]_y,WashingMachine [kW],Studies&amp;OutsideLighting [kW],DiningRoomReceptacles [kW],Basement&amp;HallLighting [kW],GuestHouseBathroom [kW],GuestHouseBedroom [kW],WorkshopReceptacleBathHeater [kW],GuestHouseKitchen [kW]_y,GuestHouseKitchen [kW].1_y,GroundSourceHeatPump [kW]_y,Photovoltaics [kW]_y,WellPump [kW]_y,Range [kW]_y,SecondFloorBathroom [kW].1,PanelReceptacles [kW],KitchenReceptacles [kW]_y,Microwave [kW]_y,Refrigerator [kW]_y,NetHousePowerUsage [kW]_y,GarageReceptacles&amp;Lights [kW]_y,GarageReceptacles [kW]_y,ShedReceptacles [kW]_y,ShedLights [kW]_y,PanelReceptacles [kW].1,GaragePV [kW]_y,GuestHouseLivingRoom [kW]_y,MasterBedroom [kW]_y,HeatCirculatorPumps [kW]_y,DomesticHotWaterReserve [kW]_y,MasterBathroom [kW]_y,KitchenIsland [kW]_y,RadiantHeatReserveTank [kW]_y,BasementReceptacles [kW]_y,Dryer [kW]_y,KitchenLighting [kW]_y,GuestHouseDiningRoomRecept [kW]_y,Porch+VerandaLighting [kW]_y
2016-01-01,0.0,0.0,3.9854666569999786,3.156866676000005,16.14623333099999,2.8778666739999874,2.8254166939999985,1.3920166589999965,2.8048999739999947,4.873616679000017,0.14716666500000217,0.8476166940000037,0.03273342000000043,0.7711500699999987,0.0,0.0,324.30136666299995,31.512483319999998,0.48608340199999894,0.8660499940000079,0.20226670199999952,1.7698999930000017,36.76700002800021,0.0,0.0,2.4523333379999994,1.1584167300000145,365.4404999970005,34.321566672000024,15.773433330000055,0.3511666520000006,17.79911668899998,5.2081499839999825,0.29961675400000265,2.032116674000003,7.908416665999998,63.112816637999536,7.527669722,1.173519169,0.8125497220000001,10.678894722000003,0.06935944499999999,0.018926388,0.017631111999999997,0.054968054,0.0023888909999999998,0.043362221,0.050932222,0.043792498,1.733040833,0.04087222299999999,0.019306943000000003,6.090639166,0.539070001,0.283933055,0.0028927779999999995,0.31820333200000006,0.08680250199999999,0.004993610000000001,0.131806944,1.1471911129999999,4.623566390000001,0.008056385999999999,0.573945835,0.014434166999999998,0.0022288860000000002,0.026314446,0.640808612,0.06642444300000001,0.052614444999999996,0.26910388799999996,0.04796444299999999,0.047090001000000006,0.023200279000000004,0.046748332,0.081226666,0.002452775,0.038114446,0.0005216669999999999,0.012852221999999998
2016-01-02,0.0,0.0,4.016150022999976,3.185700005000004,61.71331667500021,2.726666672999993,2.846766673999987,1.4172166029999875,2.593533328999999,4.882850010000038,0.15180000900000137,0.8796499980000041,0.038450106000000525,0.8061167419999975,0.0,0.0,748.4143999880002,27.22138334800004,0.6685500259999995,0.8270166200000079,0.39339999500000294,1.8302333269999969,127.0049666729999,0.0,0.0,2.4275499949999944,1.1652000820000181,1020.2916333440007,187.792666679001,57.62819998799971,0.38696666600000074,17.786383335999986,5.218883344999992,0.2874001580000032,2.0496666619999986,7.948083327000001,49.84143328399961,19.806054168000003,5.557373610000002,0.8063055580000001,23.906353332000002,0.069553336,0.019215278999999995,0.017162777000000004,0.073333059,0.0030786109999999998,0.043948888000000005,0.05051166600000001,0.042889167,1.7386477790000001,0.040458609000000006,0.019419721999999997,17.004891388999997,3.3007277779999993,1.0403897200000005,0.001488333,0.317694721,0.08698028000000001,0.00479,0.132466112,0.909396943,11.036990834999997,0.010896389000000003,0.49533305400000005,0.013498055,0.004947777999999998,0.020528333000000003,2.271801943,0.066935555,0.053095278,1.028555276,0.045444443,0.04744638899999999,0.023620277000000002,0.043225557,0.081380833,0.0025294449999999995,0.03865222,0.0005447219999999999,0.013435278
2016-01-03,0.0,0.0,3.9941999979999756,3.1713333420000036,65.41828333499996,2.6810000040000004,2.8277499819999896,1.4175666499999915,2.556599995000001,4.842049996000027,0.14946666700000263,0.885749997000006,0.03836680900000051,0.8118667079999953,0.0,0.0,748.866266687,23.892849993000002,0.676266711999999,0.8293499990000062,0.3812499970000037,1.7821999760000045,97.27516665600001,0.0,0.0,2.4050333359999914,1.1633834230000268,1120.1340333290009,153.81263332200038,47.3202333590001,0.3767333300000004,17.737916669999976,5.197816671,0.2861667760000035,2.0297166519999954,7.910616682000012,49.8450833049995,21.469246387,4.418049164999999,0.8566038890000001,24.617689444,0.069136112,0.019290000999999998,0.017065556,0.07895805600000001,0.003157501,0.043949166,0.050139723000000004,0.042526666000000005,1.72737389,0.04008444499999999,0.019389999,18.668781389000006,2.7092627799999995,0.854361113,0.0013400010000000002,0.31700861200000013,0.08663111400000001,0.004769442,0.13184527599999998,0.90890111,10.820341666000001,0.011134169999999999,0.43439861299999993,0.013749441999999999,0.004257222999999999,0.018330834999999997,1.7381575009999999,0.066570001,0.05285527899999999,1.090281389,0.044683334000000005,0.04712916600000001,0.023626112000000005,0.04261055800000001,0.08070110900000001,0.002491667,0.038751667,0.000554445,0.01353111
2016-01-04,0.0,0.0,4.032649990999973,3.209266657000008,59.78175000000005,2.829000002999957,2.8635833090000027,1.4133333479999985,2.774533311999967,4.902450022000024,0.15203332200000041,0.8284000320000008,0.04228345500000062,0.7556500379999974,0.0,0.0,1321.4637166720004,22.413366664000005,0.7681333509999932,0.844433336000002,0.7966833159999935,2.9315666590000045,462.25259998899804,0.0,0.0,2.474550021999996,1.1744500860000207,1046.428833327,1049.3314000019973,16.07309999600003,0.4443666650000014,17.93913332600001,5.255266661999998,0.2955167190000032,2.0840166680000003,8.009116669,51.80469998399962,19.694131664999997,27.159540832999994,0.932346666,36.893941387999995,0.06949527999999999,0.019216666,0.017353335,0.07105999799999999,0.0028702759999999993,0.04433527699999999,0.05107110999999999,0.04350139200000001,1.7482419470000001,0.041242501,0.019574168,17.440604444999998,18.808695555000007,0.28883472299999996,0.004742778,0.320588056,0.087588057,0.004925281,0.13348555299999998,0.94446861,21.718126113,0.012577498,0.4061888900000001,0.013764166000000001,0.011639443999999999,0.040080276,8.37589361,0.067210834,0.053488055,0.9963600009999999,0.047149998,0.04772638900000001,0.023555555999999995,0.046241666,0.08170749900000002,0.0025338880000000006,0.037793611,0.000612501,0.012594163000000002
2016-01-05,0.0,0.0,4.0297666429999905,3.2022499989999984,60.48360000300017,2.8648666789999826,2.852349954000005,1.4080666639999975,2.8453333169999815,4.911816682000006,0.14746666500000127,0.7888333490000027,0.04496675900000017,0.7187167079999973,0.0,0.0,1712.8450333339988,18.258933318999986,0.8340666639999971,0.9588166750000028,1.1992999939999947,3.707116678000014,807.8560000089984,0.0,0.0,2.4869166609999893,1.174783361000018,1078.8176666569989,1592.2961000049968,16.16183332400001,0.559333329,17.940250016000004,5.256000000999997,0.30770007000000216,2.064416672000004,7.998449999000003,59.84423330699966,20.374343055,43.075591113,0.8606236130000001,43.67781916899999,0.069747499,0.019438610000000002,0.016998333,0.06920805500000002,0.002610555,0.044055279,0.051128055000000006,0.043703335,1.7536283339999998,0.04144805499999999,0.019579443,17.979445835,28.456223056,0.289929168,0.006758334,0.32026416899999993,0.087599165,0.005128051999999999,0.133305834,1.085790835,28.676528613000006,0.013537221,0.3293383339999999,0.015630834000000003,0.017879443999999994,0.052783056999999994,14.653698609999998,0.067162776,0.05337083400000001,1.0080625,0.047748333,0.04753916699999999,0.023467777999999998,0.047422223000000006,0.08186361000000002,0.002457222,0.03713555700000001,0.000683334,0.01197861
2016-01-06,0.0,0.0,4.059700003999981,3.2254166849999995,51.4290166830002,2.924399990999979,2.869333291000001,1.4149166489999945,2.9252666489999894,4.928849984000009,0.1477999900000013,0.7909999980000003,0.04213340400000005,0.7242500469999951,0.0,0.0,1620.2795999909995,19.53039999100002,0.8122166959999974,0.9400166420000067,1.1042833019999945,3.6300166630000055,787.4187333410001,0.0,0.0,2.5179499999999897,1.1814833510000249,954.9251000099987,1513.4654666800002,47.73916667199993,0.490100015000001,18.04158333500002,5.288566683000004,0.3018333570000022,2.114233349,8.049516674000007,55.07660002699974,18.577929442000002,41.32976666899998,0.8201422210000001,41.407933889000006,0.069843333,0.019346113,0.017181665,0.06372194300000002,0.002591947,0.044152222,0.051481110999999996,0.04431138900000001,1.7613183340000003,0.041965835,0.019691664999999997,15.916261665999999,27.167807780000004,0.8587349989999999,0.006314443999999999,0.32242666799999997,0.08814249999999998,0.005030558000000001,0.134158332,1.0029777799999997,27.310020275,0.013115835,0.353237501,0.015326391000000002,0.016693057000000004,0.05319138799999998,14.190981666000004,0.067661668,0.05375666700000001,0.8571738870000001,0.048739446,0.047822223999999997,0.023581942999999998,0.048754446,0.08214750000000001,0.0024638889999999995,0.037160832000000005,0.0006411100000000002,0.012070831999999998
2016-01-07,0.0,0.0,4.083000016999977,4.168349995000011,38.80724998800015,2.9266000069999825,3.758666651999983,35.94724993400023,2.939833335999994,4.929266667000004,0.14446665800000172,0.878016663,0.1155000999999983,0.8350833419999997,0.0,0.0,1341.689050005002,18.919183334999992,0.7000666859999947,0.9195833260000087,0.9729333049999925,3.3514333140000088,739.289666686997,0.0,0.0,2.535933322999988,1.191483348000028,816.4097999940008,1444.0569666549966,26.311166644000007,0.5051666620000007,18.06896666200004,5.3449999759999915,13.324383385999992,3.5334166600000008,12.499283329999972,56.32576663999976,16.850954165,39.190119722000006,0.9990061080000002,32.711725554,0.069018888,0.04521638899999998,0.017858890000000002,0.16249611099999997,0.002972777,0.044180552,0.05181166400000001,0.044410277,1.764256947,0.04226610999999999,0.019858054999999996,13.606835555,25.798944445999993,0.4728872210000001,0.005105001000000001,0.32266527599999995,0.08908444600000003,0.22200388800000004,0.20832305700000003,1.023030834,22.885892500000004,0.010614444,0.342007498,0.014979721,0.014276668999999999,0.050625557999999994,13.408173611999999,0.06804999900000003,0.069472501,0.6467872189999997,0.04877000199999998,0.06264444599999999,0.599120834,0.04869666600000001,0.082154445,0.002405555,0.038606941,0.001763333,0.013918056000000002
2016-01-08,0.0,0.0,4.07676670399998,3.2422999780000055,46.22340000300035,2.939266665999976,2.878800010999993,1.4185166309999901,2.9555333409999784,4.956150004999984,0.15349996100000085,0.8134333310000007,0.03371680400000061,0.7479000309999977,0.0,0.0,1099.6955333409996,17.506933341999975,0.6076500219999993,0.8345333110000064,0.7229333079999927,2.887433318999998,566.8133333409994,0.0,0.0,2.523733343999995,1.1880666770000277,749.1953000149998,920.4879999999999,16.039533334000016,0.3815999880000008,18.075016659000006,5.303216680000005,0.29671673300000295,1.906316673000004,8.077283334000004,52.11148332999967,14.480757221999998,26.650082777,0.8246474989999999,27.926753611000002,0.06966083499999999,0.019279166999999993,0.017699446000000004,0.05956416800000001,0.0025325009999999995,0.043993331999999996,0.051753056000000006,0.044638612,1.7632902769999999,0.042061667,0.019800830999999998,12.485844998999996,16.407853335,0.287905,0.0037388889999999996,0.32280722400000006,0.088385833,0.004945279000000001,0.13461972100000005,0.9469655549999999,18.250338609000003,0.009883612,0.315643889,0.013487777999999999,0.010248888000000005,0.04252944300000001,10.273189442999996,0.06794611299999999,0.054038332999999994,0.7703658360000001,0.048987776000000004,0.04798000100000001,0.023641943,0.049259446,0.08260250100000001,0.002558332,0.037548058,0.0004969430000000001,0.012465002000000001
2016-01-09,0.0,0.0,4.034633340999984,3.205183322000014,50.14206665100013,2.815966667999983,2.845533339999997,1.419983288999988,2.77243332099999,4.904516674000024,0.1462000100000025,0.8639999900000038,0.03451677600000057,0.7968833769999946,0.0,0.0,798.4215999900002,22.35345001099999,0.6027666819999993,0.7966166510000052,0.434383342000003,2.0031666430000064,213.54803333600097,0.0,0.0,2.452066672999992,1.178333394000023,920.1548333410001,330.74656665999976,89.11706668800088,0.351633319000001,17.856750013000024,5.247549997999986,0.28786679400000376,1.8427000080000049,7.988849991999995,49.9556999289996,18.549999719000006,9.737221387999998,0.7737888880000001,23.677617221999995,0.06939222299999999,0.019288611000000004,0.017403888,0.072284723,0.002871668,0.043883331,0.050827222,0.043749167,1.7498175010000006,0.040868333,0.019639166000000003,15.336593332,5.865875278999999,1.5977877779999996,0.0019127780000000006,0.31853416599999995,0.08746027899999999,0.004797778000000001,0.133149446,0.9078975,11.994831667,0.009866111,0.4064080560000001,0.01310361,0.005688057,0.025732777,3.8767488899999996,0.067243889,0.05341999900000001,0.8357019460000004,0.04693278000000001,0.047425556000000015,0.023666386999999997,0.04620777700000001,0.081741942,0.0024366659999999997,0.038389723,0.000504724,0.013281389999999999
2016-01-10,0.0,0.0,3.9855666779999686,3.165133322,46.474449988999936,2.781300001999998,2.8236333200000066,1.406149973999996,2.744133341,4.87136667100002,0.15506664400000156,0.852749979000008,0.03206680200000059,0.7901500629999972,0.0,0.0,556.4821333310001,24.907900004000023,0.5767666809999997,0.791333315000002,0.27368334900000146,1.790133331000007,95.2481332949999,0.0,0.0,2.42370000599999,1.1680334050000247,777.0730999990014,137.7989666730001,15.792399994000036,0.3599999810000008,17.714616654999997,5.209183322999982,0.2823167170000041,1.799066666000007,7.918733321000016,49.67501661299954,14.761465277,4.118476666,0.7860833330000001,18.114105550999998,0.068765278,0.019089168,0.017416666,0.06949916700000001,0.002658331,0.04355749899999999,0.050403331,0.043334723,1.7285002760000003,0.04039472399999999,0.019467220000000004,12.950711389,2.405204446000001,0.28385638700000004,0.001682222,0.316143612,0.08681861399999999,0.004705276,0.13197749900000003,0.9054316649999999,7.961676110999999,0.009507778,0.4537836129999999,0.013134999,0.002870279,0.022940554,1.7132722239999998,0.06642611000000001,0.052752223,0.7745755550000001,0.046355,0.04706055600000001,0.023435833000000003,0.045735001000000004,0.08118944700000003,0.0025838890000000002,0.03820360999999999,0.00048194599999999997,0.013169167
