DuctHeaterHRV [kW],7246.711829
MasterOutlets [kW]_y,5137.547574
MasterLights [kW],5063.263679
ElectricRange [kW],3595.519259
FurnaceHRV [kW],2850.327671
Dryer [kW],2535.146141
KitchenLights [kW],2354.262448
DiningRoomOutlets [kW],2078.612423
BedroomLights [kW],1941.327481
Refrigerator [kW],1702.236008
KitchenDenLights [kW],1611.694889
OfficeLights [kW],1437.525511
GarageMudroomLights [kW],1372.691967
CellarOutlets [kW],1163.790883
DishwasherDisposalSinkLight [kW],1088.105542
MasterBedBathLights [kW],1006.639122
MasterOutlets [kW]_x,865.8268689
MasterBathOutlets [kW],808.7415498
DenOutlets [kW],727.5361011
MudroomOutlets [kW],620.9930468
KitchenOutletsSouth [kW],547.1311856
KitchenOutletsEast [kW],527.7371411
Microwave [kW],421.2912756
BasementOutdoorOutlets [kW],338.9618179
GarageOutlets [kW],336.5942067
BedroomOutlets [kW],318.1858811
RearBasementLights [kW],279.0651668
FridgeRange [kW],71.53456945
DenOutdoorLights [kW],50.97666225
WashingMachine [kW],11.07290998
DisposalDishwasher [kW],2.577366695
