3.03,3.03
4.92,3.02
6.5,2.85
6.68,2.8
6.91,2.82
7.34,2.73
7.91,3.0
8.08,2.69
9.33,2.99
9.85,2.84
10.39,2.75
10.71,2.68
11.0,2.8
11.04,2.65
11.15,2.99
12.17,2.62
12.35,2.63
12.92,2.7
12.96,2.72
13.28,2.64
14.2,2.61
14.36,2.56
14.52,2.52
14.63,2.75
15.09,2.8
15.22,2.64
15.4,2.63
15.51,2.52
15.66,2.7
16.11,2.4
16.36,2.63
16.37,2.49
16.68,2.83
17.14,2.29
17.2,2.54
19.01,2.44
19.13,2.49
19.47,2.5
19.58,2.6
19.73,2.47
20.43,2.48
21.2,2.52
21.22,2.4
21.45,2.3
21.57,2.42
21.71,2.49
22.08,2.16
23.19,2.24
23.31,2.31
23.68,2.31
24.02,2.24
24.51,2.27
24.86,2.29
25.35,2.24
25.85,2.29
26.1,2.35
26.26,2.14
26.6,2.14
26.62,2.29
27.4,2.32
27.78,1.86
27.85,2.05
27.96,2.19
28.09,2.16
28.29,2.07
28.43,1.89
28.86,1.97
29.59,2.04
29.87,2.13
29.92,2.16
30.05,1.78
30.2,2.08
30.5,1.71
30.72,2.33
30.82,1.84
30.89,2.05
30.95,2.09
31.5,2.09
31.62,1.9
31.96,1.91
32.23,2.0
32.26,1.74
32.44,1.68
32.65,1.95
33.29,1.71
33.45,1.62
33.54,1.68
33.58,1.99
33.88,1.53
33.93,1.85
34.32,1.94
34.48,1.86
34.58,1.63
34.62,1.84
34.74,1.96
34.76,2.03
34.88,1.84
35.15,1.95
35.36,1.98
35.39,1.8
35.61,1.96
35.78,1.83
36.04,1.75
36.11,1.8
36.2,1.67
36.26,1.58
36.31,1.65
36.47,1.62
36.64,2.04
37.11,1.52
38.05,1.5
38.69,1.67
38.78,1.58
38.84,1.63
39.12,1.65
39.32,1.58
39.36,1.55
39.83,1.65
40.58,1.41
40.69,1.39
40.76,1.72
40.77,1.31
40.8,1.35
40.85,1.54
40.97,1.6
41.2,1.7
41.36,1.48
41.91,1.28
42.19,1.37
42.26,1.54
42.32,1.47
42.55,1.52
42.69,1.69
42.78,1.41
42.86,1.18
42.87,1.4
43.08,1.51
43.19,1.6
43.41,1.45
43.54,1.5
44.47,1.11
44.53,1.28
44.7,1.31
44.75,1.38
45.2,1.2
45.41,1.32
45.61,1.34
45.62,1.23
45.66,1.37
46.04,1.3
46.21,1.47
46.41,1.26
47.04,1.02
47.16,1.31
47.19,1.29
48.31,1.15
48.32,1.42
48.4,1.21
48.43,1.07
48.62,1.34
48.73,0.96
48.74,0.73
48.91,0.99
48.92,1.2
48.98,0.93
49.26,0.97
49.29,1.23
49.34,1.18
49.35,1.21
49.55,1.19
49.56,1.13
49.64,0.89
49.7,1.08
49.86,0.86
49.89,1.23
50.13,0.92
50.36,0.94
50.37,1.0
50.39,1.25
50.94,1.08
50.96,1.18
51.12,1.17
51.45,0.89
51.7,1.17
51.71,0.95
51.79,1.23
52.03,1.1
52.08,1.13
52.14,0.88
52.15,1.12
52.21,0.71
52.4,1.1
52.77,1.19
52.86,0.77
53.43,0.72
54.06,0.89
54.16,0.98
54.21,0.96
54.27,0.66
54.32,0.75
54.36,0.64
54.46,1.05
54.8,0.97
54.82,0.57
55.38,1.0
55.5,0.76
55.71,0.77
55.87,0.74
55.89,0.8
56.11,0.5
56.45,0.55
56.53,0.93
56.64,0.7
56.77,0.56
56.84,0.96
57.14,0.78
57.3,0.5
57.72,0.57
57.89,0.53
57.92,0.87
57.96,0.87
58.09,0.56
58.2,0.67
59.28,0.6
59.42,0.67
59.75,0.47
59.77,0.74
