Date,use [kW]_x,gen [kW]_x,Grid [kW],AC [kW],Furnace [kW],Cellar Lights [kW],Washer [kW],First Floor lights [kW],Utility Rm + Basement Bath [kW],Garage outlets [kW],MBed + KBed outlets [kW],Dryer + egauge [kW],Panel GFI (central vac) [kW],Home Office (R) [kW],Dining room (R) [kW],Microwave (R) [kW],Fridge (R) [kW],use [kW]_y,gen [kW]_y,old usage [kW],Home office [kW],Dining room [kW],Microwave [kW],First floor [kW],Tub Whirpool [kW],Kitchen counter [kW],Dishwasher [kW],Fridge [kW],Guest Bedroom / Media Room [kW],MBed KBed Lights &amp;  MasterBath  [kW],Living room &amp; Kitchen Lights [kW],Bath GFI (1st &amp; 2nd floor bath) [kW]
2014-01-01,65.013592222,0.0,65.013592222,0.042976667,8.814318886,1.1375794460000002,0.7502977789999998,0.5676027770000001,0.17852888799999997,0.26109444600000004,0.254838888,31.938131114000008,0.35029111200000007,3.272944447000001,0.200970003,4.997037219999998,4.6395983339999995,0.0,0.0,4.754397225,2.993504998,0.16164499799999993,4.554178889000001,0.6886149970000002,0.035658335,0.8996527760000004,4.740122224,4.639597781,1.7608922229999997,1.9968227759999995,0.826105,0.6712344449999998
2014-01-02,32.305335552,0.0,32.305335552,0.04745167099999999,10.830045001000002,0.600320553,0.3231816679999999,0.5064399989999999,0.17802388899999996,0.282479449,0.798315556,5.423865557,0.346678889,3.475469444,0.20704110899999997,1.534425556,3.8813994469999997,0.0,0.0,4.390591110999999,3.1764005549999994,0.166946667,1.392412226,0.5550255539999999,0.026516108000000004,0.36653166699999995,0.07546722400000001,3.88146,1.2141905580000003,1.3957444399999996,0.3968427779999999,0.640413334
2014-01-03,31.164468331999995,0.0,31.164468331999995,0.055865002000000004,12.417150552999999,0.4424527729999998,0.0042755530000000005,0.507426112,0.17664944500000002,0.279159448,0.746972221,0.005553894,0.34406111199999995,3.6155199969999994,0.201975002,1.6675533340000002,3.671391114,0.0,0.0,3.980246112,3.310811664999999,0.162182775,1.5058266699999996,0.7716838890000002,0.035048335,0.5209394439999999,3.4915794430000004,3.671330557,0.6694344429999999,1.251104998,0.359751112,0.6330038920000002
2014-01-04,45.28778222100001,0.0,45.28778222100001,0.048827219,11.147332218999999,0.6744766660000002,1.046294441,0.515987775,0.18005610900000002,0.344004997,0.6407205600000001,19.994908337000005,0.346872225,3.7004083330000004,0.203913334,1.0291983369999997,3.357907220000001,0.0,0.0,4.476573333999999,3.3714111099999995,0.16149166500000003,0.9217233310000001,0.763502219,0.027048331999999998,0.27881277800000004,0.074029445,3.357907778,1.1051622189999994,1.172437225,0.22232444300000004,0.629772218
2014-01-05,36.31664278000001,0.0,36.31664278000001,0.03983111099999999,9.301135000000002,0.686189443,0.23514333499999998,0.5194488869999999,0.17855555600000003,0.34848944500000006,0.584570002,9.493912222,0.3460700009999999,3.699178329999999,0.19789666799999997,1.619991111,4.373730001000001,0.0,0.0,3.6374316649999994,3.3802900020000006,0.15931500000000004,1.468662224,0.899072219,0.02644222299999999,0.591140002,1.8210811079999996,4.3737294439999985,0.257141667,1.4910288900000006,0.45401278000000006,0.6267672240000001
2014-01-06,23.344397220999998,0.0,23.344397220999998,0.030956669,7.394263334,0.44025555399999994,0.004750554,0.5358922230000002,0.17999000099999993,0.29532555499999996,0.5569616680000001,0.002843332999999999,0.3462133340000001,3.6215333370000002,0.20645888999999995,1.4777761100000002,4.033585,0.0,0.0,3.552591669,3.3010272219999997,0.16453944599999998,1.3348449989999998,0.6537455560000001,0.021926665999999997,0.011301666000000002,1.8911261099999999,4.033585557000001,0.2515644429999999,1.0998233310000003,0.3550783330000001,0.6167849979999999
2014-01-07,27.108372219999996,0.0,27.108372219999996,0.049418334999999994,11.181090000000003,0.60131,0.0034833329999999995,0.498215002,0.1775694459999999,0.32658666799999997,0.776119443,0.004181112000000001,0.347558887,3.6188644439999997,0.19250833399999998,1.3198227780000007,3.5282866680000007,0.0,0.0,3.5741911060000007,3.299134443,0.14962777699999993,1.1891566690000002,0.5574,0.029225555000000004,0.3252477799999999,1.6032600030000004,3.528286114,0.27505666999999995,1.1538372229999996,0.38683333000000003,0.7131466669999996
2014-01-08,34.440173889,0.0,34.440173889,0.05701222099999999,12.909846669000002,0.8343372169999997,0.20290722200000003,0.509311667,0.17595833299999994,0.2884866709999999,0.682728331,3.273561111,0.34910277599999995,3.5885272219999997,0.19773555599999995,1.082769444,4.004165559,0.0,0.0,5.375876112,3.290807225999999,0.16039500300000004,0.980303889,0.6632161120000003,0.027877221000000008,0.10601944499999999,1.802656666,4.004166111999999,2.0850688860000006,1.184993891,0.452511669,0.6736533339999999
2014-01-09,26.693186666,0.0,26.693186666,0.039214442999999995,9.061525557000001,0.6024883349999999,0.005023888000000001,0.517655,0.17972277899999994,0.28537611000000007,0.7629050030000001,0.003953333,0.3481388899999999,3.632589999000001,0.21291388899999994,1.2025272229999995,3.781977217999999,0.0,0.0,4.368910001999999,3.3159866609999984,0.17070611200000008,1.0841872220000004,0.8322888890000001,0.028013885999999998,0.6212655569999999,1.8332255590000002,3.781976666,1.052923336,1.0582588880000003,0.488027776,0.6591877760000001
2014-01-10,23.752310553999994,0.0,23.752310553999994,0.03580278,8.228326112000003,0.51124056,0.005387218000000001,0.510681668,0.178896111,0.28726333200000004,0.9113411119999999,0.00292333,0.34679277700000005,3.5725438899999995,0.20671111100000003,1.5533122209999999,3.615192777,0.0,0.0,4.219542224,3.267687219000001,0.16788722200000006,1.405385,0.5806688870000002,0.02277500200000001,0.34433889199999995,0.07255333300000003,3.615192778,0.9518549980000003,1.0854783350000001,0.403947222,0.6569033330000001
2014-01-11,26.525660556000002,0.0,26.525660556000002,0.022572223999999995,5.566734999,0.5125549989999999,0.005340557,0.500204448,0.20189388700000005,0.43379889000000005,0.8475416649999998,0.0028922189999999997,0.347138891,3.606013333,0.21660000199999999,1.578866113,3.7797505530000004,0.0,0.0,6.621216109999997,3.2895300020000002,0.175870559,1.4290422229999997,0.612084445,0.024890552999999996,0.41108277699999995,2.341630557000001,3.779750556000001,3.331686109000001,1.0630333330000004,0.689440001,0.6970383359999999
2014-01-12,33.63343166399999,0.0,33.63343166399999,0.019584443000000003,4.496162222000001,0.8935000030000003,0.6636888900000001,0.5101088890000001,0.18303111100000005,0.243353884,1.115749999,10.603782224,0.34779277599999997,3.5643266669999996,0.22441111000000002,1.4624433310000002,4.282598330000001,0.0,0.0,4.400849446,3.2602666670000007,0.184778889,1.3260333349999995,0.6438477789999999,0.025199445999999997,0.613647222,1.9726599970000003,4.282598888,1.14058278,1.028410552,0.566391667,0.6316088899999998
2014-01-13,38.041864446999995,0.0,38.041864446999995,0.025454444999999992,5.392727224,0.6338799979999997,0.299139997,0.501996112,0.18067000100000002,0.30361333300000004,0.41707222399999994,15.246315556000004,0.34826999899999983,3.5728372250000007,0.203521666,0.9077127749999999,3.785568334000001,0.0,0.0,4.316857226,3.2686183329999987,0.165113332,0.8096288910000001,0.6235800000000001,0.029181108999999993,0.474322777,3.312326668,3.7855683350000002,1.0482388889999998,1.5474105560000004,0.5952205569999999,0.6559383319999998
2014-01-14,19.00678889,0.0,19.00678889,0.017812778,4.288625554999999,0.49639111,0.004248888,0.50341889,0.180261667,0.2996083340000001,0.241439445,0.002015558,0.34612333199999995,3.6167827770000005,0.22023666500000003,0.9603838900000002,3.582196666,0.0,0.0,3.958395559999999,3.3040133339999995,0.18109222100000003,0.8629161090000002,0.8051966700000001,0.022012776999999997,0.3032705579999999,0.36282833100000006,3.582196668000001,0.6543822220000001,1.4472805579999999,0.326504998,0.657405555
2014-01-15,20.049020001000006,0.0,20.049020001000006,0.020236108999999995,4.924143332000001,0.4548622220000001,0.005990557,0.5095277819999999,0.18202722400000002,0.259471112,0.8217327799999999,0.0025677820000000002,0.346280555,3.574569999999999,0.205701669,0.7457433339999999,3.3062072260000006,0.0,0.0,4.308842777,3.260662221,0.16524333300000005,0.6665216639999998,0.6728033359999999,0.021800002000000002,0.11532833600000002,0.07471999900000001,3.3062066669999997,1.0481805539999998,1.8732233329999999,0.425022221,0.677290556
2014-01-16,23.12199278,0.0,23.12199278,0.025162779000000003,5.497871665000002,0.564573332,0.005004445999999999,0.8518527819999999,0.18145888899999998,0.3101,0.306042777,0.0023344419999999995,0.34576111200000004,3.5879083309999995,0.21439777499999996,0.955591665,3.5479205540000005,0.0,0.0,4.9270355509999995,3.286024999000001,0.17587055399999998,0.860191114,0.7285499990000001,0.025121113,0.318907779,1.8904011109999996,3.5479205550000006,1.6410105540000002,1.3652716660000004,0.442056668,0.672549445
