Date,use [kW]_x,gen [kW]_x,Grid [kW],AC [kW],Furnace [kW],Cellar Lights [kW],Washer [kW],First Floor lights [kW],Utility Rm + Basement Bath [kW],Garage outlets [kW],MBed + KBed outlets [kW],Dryer + egauge [kW],Panel GFI (central vac) [kW],Home Office (R) [kW],Dining room (R) [kW],Microwave (R) [kW],Fridge (R) [kW],use [kW]_y,gen [kW]_y,old usage [kW],Home office [kW],Dining room [kW],Microwave [kW],First floor [kW],Tub Whirpool [kW],Kitchen counter [kW],Dishwasher [kW],Fridge [kW],Guest Bedroom / Media Room [kW],MBed KBed Lights &amp;  MasterBath  [kW],Living room &amp; Kitchen Lights [kW],Bath GFI (1st &amp; 2nd floor bath) [kW]
2016-01-01,38.001331111000006,0.0,38.001331111000006,0.07750222300000002,6.377318333999997,0.437392778,0.4170133360000001,1.0549611109999997,0.118187223,0.26615666600000004,13.689267220000001,4.024852219999999,0.02438611,1.8823216660000006,0.21586722300000002,1.950660556,3.5080911139999986,0.0,0.0,59.63048333500001,51.075966653000016,5.900799995000004,52.546533314999955,17.491583320999997,0.8444166499999987,15.565433324000043,1.9746666680000098,95.50423334000021,8.555816643000005,24.092166634999973,64.1504333360001,3.4442666460000018
2016-01-02,22.26436055500001,0.0,22.26436055500001,0.043432219999999994,7.530138331999999,0.422915557,0.15928722099999995,1.4710433320000003,0.11085888500000005,0.23458055399999997,3.2208416690000004,0.0035277809999999994,0.017039999999999996,1.8858172229999997,0.21981777900000002,0.5900988890000001,3.131497223999999,0.0,0.0,55.25414999999996,51.187516665,5.912383323000004,15.46521667799997,10.681033351,0.7638500430000019,7.991133362000014,1.9063833110000092,85.23366667000006,4.114799995999998,14.191599997000019,53.966066665000085,3.425716691000012
2016-01-03,25.340311112000002,0.0,25.340311112000002,0.04771444400000001,7.269128333000001,0.73931222,0.163835001,2.351318333,0.11137388799999998,0.26120055899999994,3.845566664999999,0.005003334999999999,0.017461663999999995,0.12989667000000002,0.44444055800000004,0.8025433300000001,3.4764972230000004,0.0,0.0,4.420200010000005,2.542316673,11.917383324999994,21.347833335999994,9.044533323,0.6931500089999947,18.089483326999947,1.9395999670000037,94.80909997500032,1.8784833320000045,26.062733335000004,100.00176666199984,3.9110833330000183
2016-01-04,36.737072225,0.0,36.737072225,0.10572055699999999,9.757513333999999,0.507618889,0.19105611400000003,1.821856667,0.11750278100000003,0.259575554,14.184101667999997,0.011323334000000001,0.025500556000000004,0.09164833,0.247611669,0.7791588919999998,3.860943888,0.0,0.0,5.349833335000003,1.4590000159999994,6.717499997999998,20.679116658,16.16209999999998,0.891883328000001,22.860416660999988,1.9017500040000062,105.14504998700001,3.8919999949999946,25.551866654000012,69.04643333199998,5.473983310999985
2016-01-05,45.190141114,0.0,45.190141114,0.13028111199999998,11.811240557,0.4838711110000001,0.43957889,0.9440049989999999,0.11915999899999999,0.24854999799999997,17.827448889000003,5.975894446,0.029773889999999997,0.09975055300000002,0.21468999599999997,0.437761663,3.2145333329999994,0.0,0.0,4.0745333129999874,1.672933326999996,6.538966661999977,11.229683333999969,7.824933329999995,1.0343499419999953,23.95934999600002,1.8293833870000078,87.61986666600012,2.4016999870000033,18.04043332299998,55.89105000099993,4.976800012999998
2016-01-06,24.782273883999995,0.0,24.782273883999995,0.06274722199999999,10.850516111000001,0.461708891,0.15946222000000004,0.5722316659999998,0.10919444399999999,0.26550166700000005,3.687054997,0.003583332999999999,0.019358334999999997,0.08958055399999999,0.215510556,0.4303172240000001,3.491325553,0.0,0.0,3.462083314999996,1.2881999859999995,6.032766656999994,10.94433333200004,34.37999998400004,0.8169499799999995,7.931383344999999,1.9019500420000073,94.79678332000013,2.175450023000004,15.748283323000011,63.004033346000035,3.4672666670000107
2016-01-07,24.588789441999996,0.0,24.588789441999996,0.064941107,9.993916667000002,0.45918388700000007,0.16421277799999995,1.405772777,0.11050277600000001,0.25633,4.5680138889999995,0.004193334000000002,0.019689996999999997,0.08865499899999998,0.21967778099999996,0.23276499900000003,3.1871711130000002,0.0,0.0,3.3213500079999947,1.2374833339999975,5.9438333569999955,5.5614000180000005,10.083100012000052,0.8558500029999982,7.888083336000014,1.8796333520000137,86.50665000099971,2.0838666490000057,26.389666659000014,59.13008331500003,3.48121670200002
2016-01-08,34.509962220999995,0.0,34.509962220999995,0.08866499800000001,8.833170003,1.26942611,0.18222555299999998,1.7799527810000002,0.11744777699999998,0.23445555199999998,10.747615001999996,0.008821108,0.023229445000000012,0.10036888700000002,0.214718888,0.8446733350000001,3.5570822230000005,0.0,0.0,4.047450002000002,1.723566668,5.975550010999993,22.38353332500005,13.93451664599999,0.9933666629999961,11.851700014,65.36688335500041,96.77431665800002,2.324250029000003,37.79713332699997,65.71618333299998,3.6406666760000124
2016-01-09,27.57155167,0.0,27.57155167,0.051380000999999974,6.0975172240000015,1.656103886000001,0.419127777,1.2269977769999998,0.11643555500000001,0.24836833200000002,5.871710557999999,4.042587779999999,0.019768330000000004,0.10326277400000002,0.222302221,0.36463722099999996,3.124680551,0.0,0.0,3.7463999809999926,1.7072500000000046,5.877699993999998,9.224900006000023,15.20751666799993,0.8330833519999952,14.309866666999978,1.8815999830000039,84.94458332599993,2.0402166940000113,25.20451665499991,63.57811665099995,3.4579666550000043
2016-01-10,32.390678335,0.0,32.390678335,0.08010333300000001,3.005648332,0.40279555300000003,0.20360222,1.6802700019999999,0.12420555299999998,0.25475888999999996,18.418848889,0.014198889,0.027465001,0.08886055699999997,0.224379445,0.43970444300000006,3.0393827780000002,0.0,0.0,3.4373499989999914,1.3080166859999998,5.831300028999974,11.249533341000017,7.230033335999998,0.9148499860000006,20.805133347999984,1.835833311999996,82.55203333700007,2.1293333250000015,8.945449987999995,83.84836667199994,3.465749968000015
