Date,use [kW]_x,gen [kW]_x,LivingRoomOutlets [kW],Barn [kW]_x,Well [kW]_x,Microwave [kW]_x,WasherDrier [kW],Solar [kW]_x,use [kW]_y,gen [kW]_y,House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW]_y,Well [kW]_y,Microwave [kW]_y,Living room [kW],Solar [kW]_y
2014-01-01,0.0,3.508453892999999,1.2651299980000001,3.3931461090000004,1.6263033299999998,0.8923905570000001,0.45466778099999994,3.508453892999999,69.94719833399998,3.5084527809999995,69.94719833399998,4.259965553000001,13.836156662999999,13.011469999000001,3.3507777780000003,3.2163388890000006,0.683686109,0.5330933319999999,0.024542776999999995,0.6121800019999998,0.00037888700000000006,3.3931461100000004,1.6260722209999996,0.8923905560000002,1.2651300010000002,3.5084527809999995
2014-01-02,0.0,0.21255722099999994,2.945319445,10.193152774,1.0321522240000003,0.6785594449999999,0.217837221,0.21255722099999994,80.21882333300002,0.212557224,80.21882333300002,2.3473938899999993,12.503588889000001,16.091141666000002,3.150340001,3.2149633360000007,0.7786183359999999,0.48834389000000006,0.2785794409999999,0.7809900019999996,0.0004561140000000001,10.193153334000002,1.0321477780000003,0.6785594439999999,2.9453188910000003,0.212557224
2014-01-03,0.0,3.1579683340000004,1.2162794439999998,9.510449441,0.8992872189999995,1.4125450019999997,0.033318893,3.1579683340000004,72.36561000200003,3.157968335000001,72.36561000200003,2.3769727790000004,11.424832777999994,16.380260554000003,3.683051667,2.4126744469999997,0.6094355549999999,0.5426577800000001,0.23086944299999998,0.9590611130000001,0.0003866680000000001,9.510449445,0.898288334,1.4125450009999996,1.2162800009999999,3.157968335000001
2014-01-04,0.0,5.086258887,0.5678483340000001,7.90477889,1.0116316669999998,0.6258449989999999,0.019982221000000005,5.086258887,61.267066109,5.086258889999998,61.267066109,0.0060211100000000005,11.117192781,16.581126665000003,2.372036107,3.053694444,0.9182016669999999,0.5727750019999999,0.23632555300000005,0.5958288880000001,0.00039166900000000014,7.904778334999997,1.0104249999999997,0.625845001,0.5678483310000001,5.086258889999998
2014-01-05,0.0,4.015591667,1.2430411099999998,9.279839997000002,1.7374544470000002,1.0321483320000002,0.416267222,4.015591667,71.768049443,4.0154133320000005,71.768049443,4.509473333999998,8.655230554000001,11.748493884999997,1.8659716680000007,2.428641113999999,0.7057844440000002,0.489414999,0.2914022249999999,1.027364447,0.00027889099999999997,9.279840552,1.7374555600000003,1.032147777,1.2430405539999996,4.0154133320000005
2014-01-06,0.0,0.45274277900000004,1.3663144469999997,1.9136005550000001,1.0116072200000006,0.35218610899999997,0.272523333,0.45274277900000004,48.418840562,0.45274389,48.418840562,0.0074633320000000005,7.782772778999998,11.386931668999997,3.4272994420000003,2.2129527780000005,0.7788988910000001,0.595244443,0.3539388920000001,0.6722227770000002,0.0002750000000000001,1.9136000020000006,1.0115627780000005,0.352186667,1.3663144499999997,0.45274389
2014-01-07,0.0,3.9054516689999996,2.2847688839999996,2.0815788889999998,0.476002777,0.306893886,0.027664997999999996,3.9054516689999996,61.12636500200001,3.905452224999999,61.12636500200001,0.008314446999999999,25.971765556999994,15.757146668,1.824309442,2.9157566669999997,0.557685557,0.532321665,0.02635277499999999,0.48373666700000006,0.00039333500000000003,2.0815788869999996,0.475989445,0.306893888,2.2847694429999996,3.905452224999999
2014-01-08,0.0,5.187483886999999,3.0952166679999995,1.9716111110000003,0.786932777,0.3524116689999999,0.127798329,5.187483886999999,59.572667779999996,5.187483888999999,59.572667779999996,2.4732505559999987,23.800770001999997,13.700305556000002,1.7795099999999997,2.3886677769999998,0.6496505579999999,0.5056355569999998,0.09389000099999996,0.41223222100000007,0.0003411119999999999,1.9716111120000004,0.786932777,0.35241167,3.095216665,5.187483888999999
2014-01-09,0.0,5.1295216670000015,1.3380144479999998,1.9045150000000002,0.5124911109999999,0.39400111399999993,0.042401668,5.1295216670000015,51.416037777999996,5.129521667000002,51.416037777999996,2.581987219,20.516534999999994,11.87291,1.7799205539999994,2.3367611130000006,0.5915200020000001,0.5235105540000001,0.09706611100000001,0.504068333,0.00031111199999999994,1.9045144450000002,0.5124911120000001,0.394001112,1.3380138919999995,5.129521667000002
2014-01-10,0.0,0.36675610799999997,1.4670705550000003,1.8095294470000003,0.6120794410000001,0.350142775,0.021298332000000003,0.36675610799999997,42.826265555000006,0.36672277600000003,42.826265555000006,0.004785554000000001,9.468812772999998,12.980900557000005,1.808236664,2.7069711090000013,0.766601111,0.5196977810000001,0.093611113,0.44192333300000014,0.0003399990000000001,1.809530003,0.6120805519999999,0.350142776,1.4670705560000004,0.36672277600000003
