Date,use [kW]_x,gen [kW]_x,LivingRoomOutlets [kW],Barn [kW]_x,Well [kW]_x,Microwave [kW]_x,WasherDrier [kW],Solar [kW]_x,use [kW]_y,gen [kW]_y,House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW]_y,Well [kW]_y,Microwave [kW]_y,Living room [kW],Solar [kW]_y
2016-01-01,0.0,18.816400008000052,89.9364332930005,101.83381664399997,31.1944166800004,15.836783326000022,6.034950003999992,18.816400008000052,1810.1615000109982,19.022499995000036,1810.1615000109982,90.7025500839994,284.5780166690003,309.48993334100004,144.76971665600013,111.68293333899993,31.25755000300005,19.048299987999997,0.8699833170000005,17.144750018000064,0.017400201999999997,111.66136667400006,35.5804334430001,18.318749994999923,99.10345000299975,19.022499995000036
2016-01-02,0.0,70.72313332700081,66.68509998599997,169.18948334099977,30.201550049000215,7.276216654000001,7.818016665000003,70.72313332700081,1840.8424999880008,76.04838332999975,1840.8424999880008,85.02551668200016,306.08909998799976,345.52310001900094,155.77171665799995,94.89866665200024,24.075916657999908,19.22098335600002,0.9051500029999988,14.934200015999986,0.014866873999999867,185.61764999599976,34.46366675000021,8.94734999799999,73.50558331100005,76.04838332999975
2016-01-03,0.0,69.07689999500045,26.28208326599992,133.98898334999998,30.29341665700025,21.221549980999974,7.556016677999997,69.07689999500045,1571.2302833300018,74.1151833449999,1571.2302833300018,52.46326672699919,257.11245001200035,356.11238332199997,194.75850000799988,72.52731668099996,32.892950010000035,19.55435000100003,1.0917499990000004,17.81918333800003,0.016316852999999912,146.75356665299998,34.48836671799965,24.12221665400004,29.408333341999963,74.1151833449999
2016-01-04,0.0,100.13863332900027,75.05673333000033,42.10139999599997,36.035316691999846,16.476200009000056,12.492616669999997,100.13863332900027,1729.1397999970009,108.49133332999995,1729.1397999970009,79.99780006499942,346.5833333470001,355.6385999990005,162.27156666200005,86.54223335000002,31.01671665699999,19.13966667500002,1.099300016000005,16.066866685999997,0.014566866999999867,46.42706663999999,40.868750061000085,19.028783334999957,83.00189999799994,108.49133332999995
2016-01-05,0.0,136.16164999699896,39.429483281999595,44.60019998300002,13.355983350999905,10.27095002300002,0.36721669400000045,136.16164999699896,1353.7192166629995,148.11590000399968,1353.7192166629995,51.86748342599882,411.6450999800007,389.89690000599956,146.07268333500008,62.28390000300002,20.896983315999996,20.142316657999984,0.8616999740000004,7.644133362999978,0.014250194999999877,49.16371665299996,16.016833409999897,12.249066691000008,44.01646667200012,148.11590000399968
2016-01-06,0.0,126.10433332900087,42.959700001000094,41.98006667900004,15.204533338999894,20.01360003099999,0.4227666510000009,126.10433332900087,1365.4448000079992,136.80408333000034,1365.4448000079992,68.70603338599985,336.9765666530009,304.64810000800014,162.89715000899983,63.18481667300015,30.08339999000006,19.855850003000022,0.8663166640000024,12.711650024999974,0.013550190999999885,46.353383337999965,18.02595009699988,22.944800030000064,47.87845000799996,136.80408333000034
2016-01-07,0.0,102.74238334700081,92.52156660700047,153.24020000700014,11.50708336699995,13.771450024000021,0.4236166630000031,102.74238334700081,1326.696400014998,111.0865333310004,1326.696400014998,0.17225008099999894,300.4968666779997,264.2418333230004,162.4424500220002,88.19444999599992,21.113616669999995,18.999699988999986,0.8680166840000005,15.135083345,0.013716860999999882,168.15469999700008,13.929016756999806,16.071816671000022,102.14920001299957,111.0865333310004
2016-01-08,0.0,30.134733317000066,38.44758332299981,131.64890000499986,15.200733325999945,7.166683324999978,0.44848335300000386,30.134733317000066,1456.1071833439987,31.360433332999992,1456.1071833439987,62.61125005099928,295.56293332800067,325.5699833370001,119.64216666099998,128.49299999299973,24.150200007000002,21.694800004000005,0.7190833149999977,14.393066678999984,0.013683525999999887,144.33881665799996,17.99445009899982,8.581116698999763,42.92873333300032,31.360433332999992
2016-01-09,0.0,26.734700018999995,84.6749832900003,135.54903332100008,21.993300017000173,10.507966668000023,4.766733305999983,26.734700018999995,1412.8369333580006,27.67621666700005,1412.8369333580006,0.08835010499999968,238.07668332899996,285.5271166659997,144.558083331,67.13431667400012,33.971616674,20.769549990999977,0.9309499720000011,13.447299995000012,0.013233536999999886,148.54866666700002,25.400800096999728,12.15670000499976,93.40781668799967,27.67621666700005
2016-01-10,0.0,9.557083335000016,93.36986662700002,79.900899995,22.346716693000147,7.871483316000021,4.62973331,9.557083335000016,1760.6008833539984,8.685533342000003,1760.6008833539984,110.38930009999962,206.75120000699962,230.8665500190002,122.08293332400014,99.27850001399982,30.777483352999976,19.21224999899999,0.973449998000004,16.60063336900003,0.012566859999999888,87.43166667899978,25.805116743999697,9.323049986999761,102.8849999949998,8.685533342000003
2016-01-11,0.0,74.77963332500092,129.73833334900067,49.884266652000065,30.362433348000348,15.106216650000043,11.295566653999973,74.77963332500092,1601.6926666489996,80.09113334299995,1601.6926666489996,32.814566749,337.4018166520006,354.31506665299975,120.88026668300004,89.07428334899996,19.958299998999962,18.862483328000003,0.8542000300000032,15.561783360999975,0.013700198999999885,54.72884999300005,34.56843340399996,17.273466659999862,142.85895001099928,80.09113334299995
2016-01-12,0.0,53.17266664899999,38.39196666599977,42.804716656999986,15.060800005999937,12.01968333900005,0.46416667500000186,53.17266664899999,1409.377166659999,56.67653333399994,1409.377166659999,40.70215004499896,282.5026166639997,392.0355166750002,205.99326666799985,70.54774999299991,31.83465001899998,19.105933328000024,0.842966683000001,9.267616679999993,0.014216868999999872,47.121916663000015,17.845900102999902,13.865099993999687,42.83230001200011,56.67653333399994
2016-01-13,0.0,84.56971666600045,31.49443328800035,43.200966665,14.661516654999884,6.723066672999989,0.3520333479999992,84.56971666600045,1524.858116678,90.6560166439999,1524.858116678,79.2371666770008,434.30885002499963,425.17023332199926,135.97748332600014,78.73990000300006,19.420533349000035,19.99743332900002,0.861683343000002,14.46581669599999,0.014616878999999871,47.463183320999974,17.369933329999867,8.330116668999976,35.27533332700003,90.6560166439999
2016-01-14,0.0,104.79838333500032,43.193866661999856,51.687833323000014,16.826366689000004,10.267000010999961,0.5144166820000025,104.79838333500032,1397.7046999950014,112.95183334899977,1397.7046999950014,64.52105005200025,397.0041666620004,362.30016664999994,133.32501667400004,65.48623332299995,23.57273332500005,19.69171668299996,0.860999986000003,14.637133354999936,0.014050194999999877,56.60155000599996,19.714899986000123,12.205116697000037,48.070999991000065,112.95183334899977
2016-01-15,0.0,59.7685000189998,34.923966622000115,42.68096665700008,15.076083354999959,7.87300001799998,0.5606333299999968,59.7685000189998,1245.6833666730017,63.76848330299988,1245.6833666730017,40.89203338700001,262.0004666860001,308.04746666500034,119.9296833339998,65.19016665900004,24.72104998999995,20.291316666,3.694300039000003,8.743883351999967,0.014400195999999876,46.89068334099998,17.79834999299984,9.564100013999994,39.03641665500018,63.76848330299988
