Date,use [kW]_x,gen [kW]_x,LivingRoomOutlets [kW],Barn [kW]_x,Well [kW]_x,Microwave [kW]_x,WasherDrier [kW],Solar [kW]_x,use [kW]_y,gen [kW]_y,House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW]_y,Well [kW]_y,Microwave [kW]_y,Living room [kW],Solar [kW]_y
2015-01-01,0.0,4.446695557999999,0.8184227779999999,6.5640349979999995,0.49854944300000004,0.191270001,0.08591389099999999,4.446695557999999,47.488719446000005,0.0,47.488719446000005,2.91822111,10.545050556000001,12.434581113000002,0.860948888,2.472645556999999,0.728008889,0.47162666899999994,0.184270001,0.006818333,0.0002444470000000002,0.0,0.0,0.0,0.0,0.0
2015-01-02,0.0,1.9977344459999997,0.046289448,1.7684311109999997,0.5967466659999999,0.15631611400000003,0.013981662999999997,1.9977344459999997,37.754585553,0.0,37.754585553,3.014156111,8.807722775999999,11.851410557999998,0.8636677749999999,2.1542733349999996,0.761985554,0.493411109,0.026807225999999997,0.00564111,0.00019889100000000003,0.0,0.0,0.0,0.0,0.0
2015-01-03,0.0,0.7531872220000001,1.977753333,1.6052755550000004,1.101338887,0.3933072240000001,0.45902666699999994,0.7531872220000001,61.19363555700001,0.0,61.19363555700001,2.228821667,11.575431111999997,13.139586111000003,3.9997538879999994,3.103390002,0.789902222,0.6826983320000003,0.026170001000000012,0.33815333300000006,0.00023722400000000002,0.0,0.0,0.0,0.0,0.0
2015-01-04,0.0,0.210596111,1.6619416690000002,7.0906877790000005,1.3694477810000005,0.44133666699999996,0.515847221,0.210596111,67.280865001,0.0,67.280865001,2.2338166669999997,8.873991666,8.915123336999999,4.985340552000001,2.7196555570000003,0.7986983340000001,0.5092016639999999,0.027983334000000006,0.5273433369999998,0.00013388800000000008,0.0,0.0,0.0,0.0,0.0
2015-01-05,0.0,3.85586667,1.9394172239999998,2.203868333000001,0.42337444299999993,0.437545555,0.025219997000000004,3.85586667,45.192297779,0.0,45.192297779,0.002329445,10.271788885999998,12.408561112000001,3.603533886,2.8806427759999993,0.8005805550000001,0.5279805580000001,0.188344445,0.441490557,0.00022333399999999995,0.0,0.0,0.0,0.0,0.0
2015-01-06,0.0,0.3411188889999999,1.5352772229999996,3.31023889,0.7379077749999999,0.41122611099999995,0.04035944499999999,0.3411188889999999,60.46351222100001,0.0,60.46351222100001,2.445831665000001,14.285855000000002,14.594970004999997,3.4198877770000005,2.4234211069999994,0.498399999,0.51759278,0.116704442,0.5670116659999997,0.00027611100000000005,0.0,0.0,0.0,0.0,0.0
2015-01-07,0.0,0.564847778,2.9195305559999993,1.7839099970000003,1.7503300029999997,0.339977777,0.48413833500000003,0.564847778,87.10931277899999,0.0,87.10931277899999,1.944510553,17.285649441,15.796050553999999,3.817064996,3.2382350020000006,0.7991938890000001,0.5390488880000001,0.11665611099999997,0.47230610700000003,0.00031833800000000015,0.0,0.0,0.0,0.0,0.0
2015-01-08,0.0,4.605282221000002,2.0852922219999996,3.2671983339999993,0.6639500019999998,0.4425166630000001,0.03923944500000001,4.605282221000002,76.42315944300002,0.0,76.42315944300002,0.005758333,16.540155560000002,15.698457778999995,1.791295557,2.2981977799999997,0.815820003,0.5289555540000002,0.091335556,0.38012611100000004,0.000332221,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,0.496446114,1.8119466640000004,2.1665688879999996,0.8410577779999996,0.268206112,0.06607166899999999,0.496446114,61.32110833399998,0.0,61.32110833399998,2.608014447,13.645794445,12.933705,2.133473333,2.2113105559999995,0.7323544439999998,0.5876699960000001,0.103463332,0.21778111599999997,0.00024389200000000008,0.0,0.0,0.0,0.0,0.0
2015-01-10,0.0,2.0733644440000005,2.620533333,1.8065049990000002,2.399878336,0.39200888799999994,0.5972911129999999,2.0733644440000005,70.44801833400001,0.0,70.44801833400001,2.2069305549999996,11.668701668,14.810551666,2.319513332,3.5129388869999993,0.757296111,0.6330322230000001,0.05467555499999998,0.490950552,0.00029722300000000005,0.0,0.0,0.0,0.0,0.0
