Date,use [kW]_x,gen [kW]_x,Kitchen microwave [kW],Water pump [kW],Kitchen outlets 1 [kW],Kitchen outlets 2 [kW],Ejector pump [kW],Office outlets 1 [kW],Kitchen outlets 3 [kW],Guest room outlets [kW],Range oven [kW],Kitchen outlets 4 [kW],Kitchen outlets 5 [kW],PGR outlets [kW],use [kW]_y,gen [kW]_y,Electronics closet [kW],Office outlets 2 [kW],Dishwasher &amp; disposal [kW],Hot tub [kW],HP #3 [kW],HP #2 [kW],HP #1 [kW],Wall oven [kW],ERV + humidifier + fountain [kW],Freezer + gallery lights [kW],Phoenix boiler [kW],use [kW]_x,gen [kW]_x,DL bedroom outlets [kW],SPGR outlets [kW],BL bedroom outlets [kW],DL closets office lights [kW],BL closets office lights [kW],Bedpod dryer [kW],Bedpod washer [kW],Kitchenette outlets [kW],Kitchenette fridge + coffee [kW],use [kW]_y,gen [kW]_y,Kitchen lights [kW],Wilo pump [kW],Dining + foyer lights [kW],Basement lights [kW],Dining lights [kW],HVAC circulator + hydronic valv [kW],Gallery track lights [kW],Guest room lights [kW],Refrigerator [kW],Office + sewing lights [kW],HVAC air handler [kW],PGR lights [kW]
2016-01-01,2.5885569420000007,0.0,0.07650694499999999,0.181251945,0.026812218999999995,0.089675278,0.030247222000000004,0.9529750009999999,0.721324444,0.012906108000000003,0.24505416600000002,0.11687777899999999,0.022361389000000006,0.11256444699999998,7573.858116677992,0.0,108.68433333800009,0.5290999679999948,0.4015331759999986,688.7209499909987,691.9380333160002,4887.608683341999,1117.1984500010008,1.260016672999999,10.17571665600003,57.73416668099989,12.127066667000005,150.26416665500014,0.0,62.157500011000195,3.1076666410000318,51.790633326000076,2.392616837000013,0.014766961999999837,0.7271834759999828,2.325316506999996,26.024533318999875,4.104433342999944,285.1953833379996,0.0,0.6460167139999959,94.59043332700007,0.09844997900000012,0.8863501479999918,0.3968000689999954,41.871083338000005,1.1598332960000137,0.06413347699999968,81.57865000499989,39.17540000799995,23.26838333699999,0.6067001679999933
2016-01-02,2.5837886130000003,0.0,0.077233611,0.17711083399999997,0.027042222999999997,0.090450832,0.030441111999999996,0.954227501,0.7272966639999998,0.012990835000000003,0.23416778000000002,0.11697472399999999,0.022568055000000004,0.11328444500000001,8184.654049996012,0.0,108.76703332599985,0.5316832549999972,0.4029499250000018,617.0882833149999,866.5903000029999,4933.980333322001,1579.2244333259953,1.431883342999991,10.23901664600002,56.98456665899988,12.277200011999978,150.55605001200007,0.0,62.24601664399988,3.1389166920000275,51.90364999900018,2.401733364999981,0.015116967999999831,0.7296835149999855,2.3285997859999963,26.069616671999828,4.131950017999996,309.16538332999994,0.0,0.6799833769999961,98.78081664899995,0.11993334699999945,0.8908666939999972,0.39068335899999607,53.271016676999956,1.1589999870000134,0.07248344500000019,89.12883332500012,39.67993333500001,23.523083341999932,0.6129500349999933
2016-01-03,3.0148094460000006,0.0,0.2649316689999999,0.40864111100000006,0.027212222,0.090567225,0.030445557,0.9655091679999999,0.729273611,0.012962779,0.23282861200000005,0.11686777899999999,0.022631942999999998,0.112937777,7340.129700004004,0.0,129.865783317,3.120333214999996,0.4017998650000015,680.0244333199995,669.8536833110003,4753.5937499859965,1025.9956666449991,1.2115166769999977,10.215900006000021,56.14049998599984,12.12919999499998,176.8956666779998,0.0,72.10975000599996,3.1386332690000343,59.387449987999965,10.331616827000003,1.0768836299999986,0.7285668209999886,2.319716607999997,26.09015000799991,4.122966669999999,419.19270001500036,0.0,34.318033330999995,91.62368332999998,27.797616689000034,0.8854668249999939,0.5312000509999983,40.51581667999991,63.71843329600004,0.09050010299999989,98.27135002199998,36.794266648000146,23.17616667199999,0.6141333709999925
2016-01-04,4.677750552,0.0,0.14061416699999996,1.3160522209999994,0.17460388999999996,0.08973889,0.030724445000000003,1.4446883339999999,0.7163961120000001,0.012824724,0.229836944,0.116704721,0.292198334,0.113367779,9484.910216659002,0.0,111.93941666200003,8.255766678000027,56.67558331000017,838.3999666700012,956.6362500009997,5364.127833347986,1903.6363333260008,169.31523333200013,10.234816661000039,56.36705002199982,12.483500006999936,348.8463666729997,0.0,120.05226668299998,13.747033335999971,86.2586833170002,46.626266672999556,6.878850241999934,18.950000044999886,12.033399929999792,26.502800000999944,12.622200002999941,440.6239166650001,0.0,24.758650030999952,105.59820000900024,4.3699500079999805,0.8893834569999955,0.39654999599999713,58.223083345999996,1.1699666760000154,0.15628330000000007,104.69088332599983,89.08891659000042,24.016566671999968,26.545600050000026
2016-01-05,3.904911112,0.0,0.24405694500000003,0.6602525040000001,0.19816305600000003,0.09004916800000001,0.030675276,1.1869824970000002,0.7147358329999999,0.012672501000000001,0.23012249799999998,0.11642639100000002,0.307931389,0.11284305599999998,10493.306566663001,0.0,115.17080000300005,5.144966707999986,0.7544166119999987,848.3465833320017,1147.3959999929991,5547.285299990988,2744.691516643997,1.9701666679999899,10.912733329999984,62.9372666540001,12.637149998000043,98.04121666699986,0.0,22.748783262999375,1.122250010999986,29.12813329599984,6.2779666919998975,0.4590334370000021,0.2551000180000001,0.8350000340000071,26.75281665999995,11.387716642999978,416.16756666500044,0.0,20.666483363999966,121.60634999899983,13.310350011999985,0.8839834390000004,0.40870000199999756,76.10143333499994,1.1718999810000117,0.12396659299999992,98.90446668399986,5.817516530999953,28.578083328999995,47.79755006099985
2016-01-06,4.170764724,0.0,0.411381389,0.7141958329999999,0.027491668,0.090074446,0.030786112000000004,1.393288331,0.716301111,0.012739444999999999,0.228311943,0.11729027899999998,0.315348055,0.113556112,8536.281900016002,0.0,113.21926667000004,7.9933166790000225,55.1235666090004,766.7725333200003,958.8495833330016,5004.773783356006,1546.5945166780016,1.47610001299999,10.233000006000028,62.14298332699986,12.055183345999943,262.55351667099995,0.0,101.64836661099996,2.084750011999998,39.97681670800003,12.027049985999952,1.5856835019999798,26.29471677899951,17.932550159000115,26.656949997000122,10.168099990999966,510.91871665700023,0.0,14.477399985000016,103.716816661,30.58313335000004,0.8892166749999988,0.4124498819999996,55.70241666299992,48.52100000700003,0.15149993299999906,100.97660002199993,130.40776660400385,23.87194999700002,0.6125166909999936
2016-01-07,8.232246109999998,0.0,0.25720305699999996,0.8858102779999998,0.512323892,0.090106945,0.030594722999999997,1.3438483329999997,0.7147625009999999,0.012668888000000003,3.828188334,0.11590361399999997,0.3279269439999999,0.11290861199999999,8523.882266641,0.0,113.11880001399987,5.188616676999988,0.4806831880000017,687.6826500040008,1010.1669833200021,4797.862549999002,1535.6791833300001,276.72463334700086,10.18373334600003,77.20299998499975,12.068433331999916,295.8568499980001,0.0,85.55586667099995,11.983816647000024,92.82729999500025,71.68545010600012,4.467883581999942,0.7448836259999969,2.295366746000009,27.43433332799993,10.121316667999936,444.1975833290003,0.0,27.49776667099999,95.30294998499997,64.73485003800023,0.8831168169999964,0.40014992399999827,52.760283323999964,1.1652332980000113,0.1416166179999996,101.15150001599987,45.69374992100069,23.130233340000007,30.617483492999963
2016-01-08,4.170607779000001,0.0,0.131368055,0.7700947210000001,0.22068861099999998,0.090032778,0.030716109999999998,1.421989166,0.7144625000000001,0.012196389000000002,0.227973612,0.11594222299999998,0.3219891670000001,0.11315444499999999,7369.592000019988,0.0,116.93610002600005,7.059716699000005,58.05224984500033,610.9302166600003,759.0284666719991,4552.982399995001,850.7811500000017,1.1631333259999996,339.29135000900015,63.71005000099984,11.983133348999994,391.9049166650006,0.0,129.1442500319999,7.387399989000015,71.9817166770001,107.08285002599976,2.612550206000015,20.627733565999662,5.329166781000038,26.723733330000005,7.7872166840000165,404.82871666799997,0.0,36.771250004999835,87.45570000199999,18.78828334000003,0.8824668149999962,0.4157332569999947,38.56101667100006,1.1477999730000112,0.23166659899999922,100.41740000500029,62.51549991100037,56.08049999300008,0.7998668119999941
2016-01-09,3.9912511100000003,0.0,0.28433666399999996,0.540936388,0.19646389,0.09942083599999997,0.033730834,1.331445835,0.718337778,0.012684721000000001,0.22894277899999996,0.11617833299999998,0.31552499900000003,0.11324805600000001,6586.782566676,0.0,141.7588666569999,8.467899999000004,0.7362999329999912,647.8577666630006,716.774600003001,4091.392949983,348.1415666620006,389.8193833170001,173.19640001699977,58.28748333799989,12.048116683000003,257.7506999959997,0.0,71.0073166570001,7.320816709999965,83.91065000000003,7.874383443000014,26.588600165000088,13.0918002999997,5.628099928000033,26.70970000900007,9.848349966999953,346.02045002000045,0.0,55.44866668999999,80.22238334899997,6.676466710999987,0.8888167479999932,0.3904666719999984,33.57613333100005,2.6427333190000155,1.5756499760000051,100.36610002100011,10.742266609999923,51.97096665100002,0.7073167359999961
2016-01-10,15.056366112000003,0.0,0.17130555600000005,1.1033661110000001,0.230690555,0.089712223,0.030641388,1.440911946,0.716241944,0.012731943999999997,10.719314445999998,0.116213333,0.312664721,0.112571945,5295.9678500200025,0.0,147.64539998699996,6.247933321999983,0.49999987700000265,634.7684833420005,855.0476833580014,3004.3133833549923,410.44804999400037,144.73058333500177,21.13066667500001,60.61389998699985,11.951066671999989,266.5786000070001,0.0,125.81128332700006,6.146283309999994,82.16511665400004,9.966383480000022,2.6830002630000274,0.7524835850000011,2.2964334059999914,26.57765001899997,15.601400010999967,392.8529999939996,0.0,50.373349986,68.35708334400005,18.22186667700006,0.8888667349999971,0.39721664099999493,32.70781667199996,1.318149999000009,10.295283285999979,110.1706499789999,62.14609994200049,36.544016659999976,0.6163334189999918
