Date,use [kW]_x,gen [kW]_x,Electronics closet [kW],Office outlets 2 [kW],Dishwasher &amp; disposal [kW],Hot tub [kW],HP #3 [kW],HP #2 [kW],HP #1 [kW],Wall oven [kW],ERV + humidifier + fountain [kW],Freezer + gallery lights [kW],Phoenix boiler [kW],use [kW]_y,gen [kW]_y,Kitchen lights [kW],Wilo pump [kW],Dining + foyer lights [kW],Basement lights [kW],Dining lights [kW],HVAC circulator + hydronic valv [kW],Gallery track lights [kW],Guest room lights [kW],Refrigerator [kW],Office + sewing lights [kW],HVAC air handler [kW],PGR lights [kW],use [kW]_x,gen [kW]_x,Kitchen microwave [kW],Water pump [kW],Kitchen outlets 1 [kW],Kitchen outlets 2 [kW],Ejector pump [kW],Office outlets 1 [kW],Kitchen outlets 3 [kW],Guest room outlets [kW],Range oven [kW],Kitchen outlets 4 [kW],Kitchen outlets 5 [kW],PGR outlets [kW],use [kW]_y,gen [kW]_y,DL bedroom outlets [kW],SPGR outlets [kW],BL bedroom outlets [kW],DL closets office lights [kW],BL closets office lights [kW],Bedpod dryer [kW],Bedpod washer [kW],Kitchenette outlets [kW],Kitchenette fridge + coffee [kW]
2015-12-19,6342.283116675005,0.0,108.97774998399998,3.3794000849999923,55.58850002799991,722.5518833259994,750.7224999969984,4074.1355000070002,545.3766999830015,0.9098500040000034,10.231183334000011,60.298983345000096,11.930400002999969,411.40306668400007,0.0,23.181516732999967,88.72801665700007,30.88705000700003,0.9184666520000091,0.5049167019999963,35.79503334799999,34.67178334200028,0.5384832679999969,91.09278333400006,46.11201646200031,22.769900014999997,35.42120005899992,5.263087500999999,0.0,0.16696389,0.6710561100000001,0.213099999,0.09288889199999999,0.033118332,1.1985002790000001,0.715795281,0.012726113000000004,0.24235277799999996,0.11762583300000003,0.32632888800000004,1.472631112,398.6986999899999,0.0,151.504466669,5.958166682,92.41639999499999,77.26096672799991,1.8992502259999886,0.7280000539999936,2.3233332529999875,26.202949972,45.698399974999994
2015-12-20,6616.2782666660005,0.0,130.49276664200016,2.246016752999994,55.70260007199997,715.2427166580004,778.2602666870018,3954.1605833159997,626.3124999860017,276.5807000140009,10.260916667000004,56.830900013000075,11.921733325999952,676.1036166630004,0.0,72.52411665999986,85.60535001100007,88.24733335100017,0.9107832040000113,66.36143328299984,33.447483309000056,71.89031667999986,0.08586658400000002,136.29711666200006,9.0831832129998,22.365849996000044,88.44006671900011,9.329822502000003,0.0,0.34593249899999995,0.8925736099999999,0.141609166,0.10665805500000003,0.030278334999999997,1.3068113900000002,0.750509445,0.012672222,3.28290528,0.11746000300000001,0.41760833300000005,1.9248041650000003,282.3836499890001,0.0,84.56156667299987,3.212366627000013,82.389933329,42.28083339099942,1.9518668769999907,0.7391333869999961,2.319799943999993,26.01504999300014,41.4417000159998
2015-12-21,7353.710300007,0.0,117.21536665599986,2.1328334370000275,0.8241666649999887,542.8313666669992,871.0042833270018,4564.359333343998,1144.3158500019981,31.198500003000042,10.166333319000014,59.79858333800005,12.258716676999999,357.0074500009989,0.0,41.78055005300008,94.52840001299992,0.7145500279999969,0.9055165020000079,1.0928332730000165,43.099516666999946,1.1619333630000075,0.1078832280000005,120.63439998399998,28.73504986799957,22.795383329000003,0.6102167549999945,5.859525000000001,0.0,0.317830831,0.894760555,0.220031947,0.090019723,0.030333613000000002,1.439516111,0.711293332,0.012601667,0.23324666700000002,0.116928334,0.326981113,1.4659811099999998,299.79564999800044,0.0,117.82824998700009,6.977983361000016,94.52079998500002,7.834333396999989,1.7499168689999847,0.7355666499999964,2.310333304999983,25.87246669200005,48.2867500169997
2015-12-22,4737.964466688995,0.0,123.57011667099995,8.168700052000013,59.17783328900016,532.6857499909996,721.2104333239993,2908.7484999949957,196.6723333299997,98.30033334899998,10.165033338000017,68.30596668000004,12.150133326999967,471.3870166579992,0.0,65.77043336199965,70.1079666720001,17.170166707000114,0.9118165460000152,0.5943332520000055,30.303050011999936,1.161166689000009,0.16941659899999922,126.77126666799998,107.02059993800022,21.91111665099998,28.73093342799996,6.262787223,0.0,0.328551114,0.9288291670000001,0.374316665,0.08912083400000001,0.030519722999999995,1.6124677779999999,0.743119721,0.012698610999999997,0.23039083600000002,0.11717249999999998,0.32661666699999997,1.4689836120000002,352.74256668700036,0.0,140.460016659,4.1192500029999914,75.70846665,41.48060009999941,9.463083512000008,0.7404166879999935,2.3029500099999893,27.218566677000116,54.72701663799976
2015-12-23,4253.131633327994,0.0,136.57605000100006,8.326050007000028,57.67231668100008,457.2096833410005,784.027566665,2388.8510499869935,238.13018333999977,101.48999999199995,10.243033343,59.440600006000025,12.21926665799999,820.5592000020001,0.0,85.52725003000002,60.19083333599991,51.838833324999996,0.9132831790000085,144.78409994500007,29.202683331000024,84.78626663899996,25.555983318000028,138.7663166640001,69.10408330299997,21.550216663999947,107.57190012400002,6.40621139,0.0,0.221727778,1.009818611,0.202459447,0.091488888,0.030707221,1.5305797229999998,0.7146152769999999,0.012695277999999999,0.230221389,0.11715749900000001,0.5050419439999999,1.7396983330000002,290.7984666830004,0.0,67.86460000600005,3.1894000239999993,75.16493333800013,55.54896672699993,14.491166823000002,0.742850037999995,2.312766636999987,26.123833339999976,47.86493332599969
2015-12-24,2494.6002333519996,0.0,153.45336666299946,8.287983331000042,1.024766552999991,459.2869500010001,683.5605999720021,1025.229266680002,82.451883341,0.27635000200000026,10.194766674000016,59.41803333000023,11.968766671999962,407.10094998399967,0.0,29.683666651999985,29.450100018999844,14.489466668000007,0.9067498850000073,32.82449993099991,21.93753334199998,1.1524831870000036,0.14144989299999955,121.94128333499991,73.81388321800021,20.519366661999978,59.498316863000184,5.061562779,0.0,0.08689499800000001,0.5637122240000001,0.14667916499999997,0.09059194699999999,0.030588333999999995,1.294962222,0.718167781,0.012719444,0.23111888700000002,0.11719833399999999,0.298560555,1.470368889,311.8300666750003,0.0,153.15291666200014,3.2518666290000096,75.60814999600002,7.03251667499996,2.1872668780000155,0.7382500439999955,2.312883185,26.061900029000082,44.06353332199968
2015-12-25,3478.988599990001,0.0,158.21020000900018,9.917950005000026,56.07224994100066,465.0955833150006,685.7350166630008,1670.9610999979923,125.22768334800008,203.57885002000097,10.208183327000047,82.8000666910001,11.954316686999926,447.9623333410006,0.0,37.490200027999975,33.84128337699968,17.28570003200004,0.8966500129999982,0.46389996199999967,23.352600002000003,1.1857832370000068,0.16046663699999963,127.50398332600005,88.93248328899983,20.614666657999965,95.57790015499954,5.347521944,0.0,0.152857221,0.588851945,0.028151943999999998,0.091908609,0.030555557000000004,1.3534022220000006,0.7444955559999998,0.012291943,0.232318332,0.116969444,0.5261077780000002,1.4696113910000002,248.43741669099992,0.0,81.84009998300002,6.16791665300003,80.01943333500003,6.164966783999985,1.733500207999979,0.7464667219999943,2.3154165360000003,26.020933350000142,48.93456663199953
2015-12-26,3887.4762666460024,0.0,132.74561664999996,9.570599997000002,54.520183443999905,676.523683346001,755.4007500100018,1885.2700500019964,173.2148833359997,116.07800003000008,10.18886665100001,62.89900000700016,11.95793334799998,415.65690000199953,0.0,40.0675667040002,42.00180001200005,10.223616704000001,0.9002499650000044,1.3710999570000055,24.745483339000014,1.1459499360000067,0.849916636999994,116.70920001100004,155.4529165640029,20.872016655000035,0.6120999999999932,6.046054165,0.0,0.5311927799999999,0.9152627799999999,0.23244527599999998,0.09079611,0.030367502,1.3814927790000004,0.746089168,0.013075279000000002,0.23028500299999996,0.11721861200000001,0.2900147220000001,1.467814166,312.0070499940002,0.0,130.64301666900008,5.905333333000035,95.65958332500006,8.20903339499999,2.070050204000001,0.7376666540000012,2.3168165549999995,26.07061666100008,45.636466646999736
2015-12-27,4510.967016692008,0.0,123.94371666900001,9.049799998999996,56.194683363999964,571.0243500120005,764.3756333509998,2427.667083320996,193.32876666099958,263.71790002899985,10.212233337000017,80.566899988,11.921950005999966,771.008666668,0.0,64.65735003699979,56.63768333199992,61.75398335699992,0.8993500200000033,81.88276663499997,27.281250014000026,2.324616638000008,95.17559998200024,119.44014999799984,138.3720999150011,21.45136665699996,100.3179001139996,10.10371278,0.0,0.24151527799999997,0.8688711109999999,0.166518334,0.09051194299999998,0.030436388999999998,1.3835180529999995,0.7243116660000001,0.12363611199999999,4.2887566659999985,0.11734444600000002,0.28882389,1.7794688909999998,323.89801667199947,0.0,69.87294999799998,3.1330000380000045,82.28818333999986,90.01101679799967,4.536733521999984,0.7457667449999932,2.3099832549999997,26.046816641000053,47.41239999799968
2015-12-28,6880.853400010003,0.0,108.86560001399991,8.18428331300001,1.0539833319999907,676.5266666630007,751.4828000120009,4455.165966680004,793.7891166810008,1.0985666620000019,10.314983301999991,64.50228332100028,12.066250022000002,417.3935333339998,0.0,28.766166706999982,93.04711667199989,19.91825001900006,0.8981999720000002,6.841349949999932,39.299166676999995,1.1743999600000112,10.693933316999965,119.46344998100005,71.47036651200013,23.080416669000037,1.9444834029999907,6.862307222000001,0.0,0.2826475,1.1233552769999995,0.54408611,0.090503612,0.37631389099999996,1.402045001,0.711523613,0.016933610999999998,0.236544447,0.11672194699999999,0.49521722100000004,1.4664150009999999,412.97186665899966,0.0,184.07393333299999,3.193099983000001,96.20188332199994,12.72806670499999,3.963866888000026,20.26900004200019,19.806616674999997,25.963716645000048,29.739216677000062
2015-12-29,7818.926216656994,0.0,113.37646667300018,8.064883342000023,103.45764997100031,692.8261500060011,827.5051333479997,4708.7122666560035,1160.7450500030013,116.20243333799982,10.301333325,68.0836499870001,12.077599988000035,880.8197833279999,0.0,124.70283334099979,92.05428334000007,67.90885003999995,0.8978000090000011,92.79078328900002,40.958683342000064,1.2304333250000068,10.441833323000038,111.83506666899997,95.11524993100004,23.116083326999973,219.16925001499806,6.039051668,0.0,0.115972499,0.8717797219999999,0.40202860800000007,0.090405832,0.030470555,1.3942680569999997,0.7393536129999999,0.012707781,0.23154083600000003,0.11729222099999999,0.31352639,1.7197055579999998,385.3890666659997,0.0,166.66043332700016,8.180433306000035,91.23570000500004,86.58603331500099,1.859016958999964,0.7067500069999793,2.3116833199999878,26.076583353000014,9.259916659999963
2015-12-30,8310.071816662003,0.0,109.4608333189997,8.165899992000016,56.56048335600006,670.0205666779993,1025.83835,4925.3110666739985,1290.892483340001,133.63008332900066,10.241066664000034,70.20646665900003,12.305150021999976,728.9286499959999,0.0,123.14751666800026,91.86796666999992,101.659416669,0.895750097999995,93.79843327699987,44.65721668200002,1.2662333520000055,0.5594167249999978,140.12031667099998,15.71083327999995,22.777599992999956,91.76143330300009,9.087163892000003,0.0,0.519666943,1.0831874989999999,0.227174167,0.09017361200000001,0.030603889999999998,1.1911280579999999,0.720811109,0.012413056000000002,2.773771944,0.117132498,0.5579749979999998,1.7631261089999999,374.73963332899984,0.0,96.13788332399982,6.173616700999999,80.1989333449999,106.03154996500021,15.748800206000043,14.325016670000057,8.864999855999828,26.111483352999844,13.027449976999948
2015-12-31,6542.50480000599,0.0,108.85318333800014,2.7093332760000135,0.7889498320000081,619.4241666670003,653.5408166749991,4389.686533336003,689.0774666770005,1.0422000090000034,10.200700018000019,57.114116658999905,12.151466677000005,306.8343999880002,0.0,6.861016695999935,87.01011668599999,28.488933346000454,0.8921166449999998,1.9363999620000287,35.02236664699998,1.1579166070000086,0.0750833779999996,92.05263335000015,29.024349957999963,22.840150002999952,0.6087667879999932,3.309727221,0.0,0.10230916599999998,0.34574083199999994,0.24775860899999996,0.090054998,0.030457777000000005,0.9966747189999998,0.7202788890000001,0.012606665000000003,0.236546945,0.116755278,0.297431668,0.11311166700000003,196.86888332799964,0.0,77.21624998600024,3.151599963000034,75.57983333699997,4.718983279999913,1.883850287999948,0.7259333979999866,2.3297331689999847,25.971533359000077,7.729199973999973
